id,metin,etiket,kategori,metin_temiz
11139,İkinci el kullanıcı sözleşmesinde güncelleme yapılmıştır.,spam,ikinci el alışveriş,i kinci el kullanıç sözleşme güncelle yapıl
11140,Ücretsiz ilan öne çıkarma hakkınız hesabınıza tanımlanmıştır.,spam,ikinci el alışveriş,ücretsiz ila ön çıkarma hakk hesap tanımla
11141,Satış hesabınız olağan dışı işlem nedeniyle incelenmektedir.,spam,ikinci el alışveriş,satış hesap olağa dış işle neden incelenmek
11142,Ürün teslim erişiminiz güvenlik nedeniyle geçici olarak askıya alınmıştır.,spam,ikinci el alışveriş,ür tesl eriş güvenlik neden geçiç askı al
11143,Kullanıcı profiliniz satış sistemi tarafından doğrulanamamıştır.,spam,ikinci el alışveriş,kullanıç profil satış siste doğrulanamamış
11144,İkinci el hesabınız yeniden aktif edilmeyi beklemektedir.,spam,ikinci el alışveriş,i kinci el hesap yeni aktif edilme beklemek
11145,Satış komisyon iadeniz doğrulama sürecine alınmıştır.,spam,ikinci el alışveriş,satış komisyo ia doğrula süreç al
11146,Kullanıcı doğrulaması yapılmadığı için ilanınız kaldırılacaktır.,spam,ikinci el alışveriş,kullanıç doğrulamas yapılmadık ila kaldırılacak
11147,İkinci el erişim bilgileriniz eksik görünmektedir.,spam,ikinci el alışveriş,i kinci el eriş bilgi eksik görünmek
11148,Kargo transfer işleminiz güvenlik incelemesine alınmıştır.,spam,ikinci el alışveriş,kargo transfer işle güvenlik inceleme al
11149,İlan ödeme sisteminiz doğrulanamamıştır.,spam,ikinci el alışveriş,i lan öde siste doğrulanamamış
11150,Satış erişiminiz doğrulama eksikliği nedeniyle sınırlandırılmıştır.,spam,ikinci el alışveriş,satış eriş doğrula eksiklik neden sınırlandırıl
11151,Alıcı hesabınız güvenlik nedeniyle askıya alınmıştır.,spam,ikinci el alışveriş,alıç hesap güvenlik neden askı al
11152,İkinci el ödeme hesabınız yeniden doğrulanmayı beklemektedir.,spam,ikinci el alışveriş,i kinci el öde hesap yeni doğrulanma beklemek
11153,İlanınızın silinmemesi için işlem yapılması gerekmektedir.,spam,ikinci el alışveriş,i lan silinmemes işle yapılmas gerekmek
11154,Satış transfer kodunuzun süresi dolmaktadır.,spam,ikinci el alışveriş,satış transfer kodu süres dolmak
11155,Kullanıcı hesabınız farklı konumdan giriş algılamıştır.,spam,ikinci el alışveriş,kullanıç hesap farklı kon giriş algılamış
11156,Özel kullanıcı indirim kuponunuz hesabınıza tanımlanmıştır.,spam,ikinci el alışveriş,özel kullanıç indir kupo hesap tanımla
11157,İkinci el platformu erişiminiz geçici olarak durdurulmuştur.,spam,ikinci el alışveriş,i kinci el platformu eriş geçiç durdurul
11158,Satış bakiyesi transferiniz yeniden doğrulanmalıdır.,spam,ikinci el alışveriş,satış bakiyes transfer yeni doğrulanmal
11159,Ürün teslimat hesabınız güvenlik incelemesine alınmıştır.,spam,ikinci el alışveriş,ür teslimat hesap güvenlik inceleme al
11160,Kullanıcı bilgileriniz güncellenmediği için ödeme yapılamamaktadır.,spam,ikinci el alışveriş,kullanıç bilgi güncellenmedik öde yapılamamak
11161,İkinci el satış paneliniz geçici olarak kapatılmıştır.,spam,ikinci el alışveriş,i kinci el satış panel geçiç kapatıl
11162,Ödeme transfer erişiminiz bugün sona ermektedir.,spam,ikinci el alışveriş,öde transfer eriş bugu so ermek
11163,Satış hesabınızın kapatılmaması için işlem yapılmalıdır.,spam,ikinci el alışveriş,satış hesap kapatılmamas işle yapılmal
11164,İkinci el erişiminiz güvenlik doğrulaması beklemektedir.,spam,ikinci el alışveriş,i kinci el eriş güvenlik doğrulamas beklemek
11165,Yatırım portföyünüz için özel kazanç fırsatı tanımlanmıştır.,spam,yatırım,yatır portföy özel kazanç fırsat tanımla
11166,Hisse hesabınızın aktif kalabilmesi için kimlik doğrulaması gerekmektedir.,spam,yatırım,his hesap aktif kalabilmes kimlik doğrulamas gerekmek
11167,Yatırım transfer işleminiz güvenlik kontrolüne alınmıştır.,spam,yatırım,yatır transfer işle güvenlik kontrol al
11168,Finans hesabınız farklı cihazdan giriş nedeniyle incelenmektedir.,spam,yatırım,finans hesap farklı cihaz giriş neden incelenmek
11169,Özel yatırım bonusunuz hesabınıza aktarılmayı beklemektedir.,spam,yatırım,özel yatır bo hesap aktarılma beklemek
11170,Yatırım erişim bilgileriniz eksik olduğu için hesabınız sınırlandırılmıştır.,spam,yatırım,yatır eriş bilgi eksik hesap sınırlandırıl
11171,Borsa kazanç ödemeniz doğrulama sürecine alınmıştır.,spam,yatırım,bor kazanç ödeme doğrula süreç al
11172,Yatırım kullanıcı sözleşmesinde güncelleme yapılmıştır.,spam,yatırım,yatır kullanıç sözleşme güncelle yapıl
11173,Portföy hesabınız yeniden doğrulanmayı beklemektedir.,spam,yatırım,portföy hesap yeni doğrulanma beklemek
11174,Yatırım hesabınız riskli kullanıcı grubuna dahil edilmiştir.,spam,yatırım,yatır hesap riskli kullanıç grup dahil edil
11175,Özel kullanıcı yatırım paketi hesabınıza tanımlanmıştır.,spam,yatırım,özel kullanıç yatır paket hesap tanımla
11176,Hisse transfer erişiminiz güvenlik nedeniyle askıya alınmıştır.,spam,yatırım,his transfer eriş güvenlik neden askı al
11177,Yatırım danışmanlığı erişiminizin devam etmesi için giriş yapmanız gerekmektedir.,spam,yatırım,yatır danışmanlık erişim deva etmes giriş yapma gerekmek
11178,Finans ödeme sisteminiz doğrulanamamıştır.,spam,yatırım,finans öde siste doğrulanamamış
11179,Yatırım hesabınız olağan dışı işlem nedeniyle incelemeye alınmıştır.,spam,yatırım,yatır hesap olağa dış işle neden inceleme al
11180,Portföy transfer bağlantınız yeniden oluşturulmuştur.,spam,yatırım,portföy transfer bağla yeni oluşturul
11181,Özel kazanç kampanyası bugün sona ermektedir.,spam,yatırım,özel kazanç kampanyas bugu so ermek
11182,Yatırım hesabınızın kapatılmaması için işlem yapılması gerekmektedir.,spam,yatırım,yatır hesap kapatılmamas işle yapılmas gerekmek
11183,Kullanıcı doğrulaması yapılmadığı için transfer işlemi durdurulmuştur.,spam,yatırım,kullanıç doğrulamas yapılmadık transfer işle durdurul
11184,Finansal erişiminiz doğrulama eksikliği nedeniyle sınırlandırılmıştır.,spam,yatırım,finansal eriş doğrula eksiklik neden sınırlandırıl
11185,Özel hisse fırsatı hesabınıza yüklenmiştir.,spam,yatırım,özel his fırsat hesap yükle
11186,Yatırım transfer kodunuzun süresi dolmaktadır.,spam,yatırım,yatır transfer kodu süres dolmak
11187,Portföy erişiminiz güvenlik incelemesine alınmıştır.,spam,yatırım,portföy eriş güvenlik inceleme al
11188,Finans hesabınız yeniden aktif edilmeyi beklemektedir.,spam,yatırım,finans hesap yeni aktif edilme beklemek
11189,Borsa kullanıcı bilgilerinizi güncellemeniz gerekmektedir.,spam,yatırım,bor kullanıç bilgi güncelleme gerekmek
11190,Yatırım erişim bağlantınız yeniden oluşturulmuştur.,spam,yatırım,yatır eriş bağla yeni oluşturul
11191,Özel kullanıcı finans ödülünüz hesabınıza aktarılmayı beklemektedir.,spam,yatırım,özel kullanıç finans ödül hesap aktarılma beklemek
11192,Portföy hesabınız farklı ülkeden giriş algılamıştır.,spam,yatırım,portföy hesap farklı ülke giriş algılamış
11193,Hisse erişim bilgileriniz eksik görünmektedir.,spam,yatırım,his eriş bilgi eksik görünmek
11194,Yatırım ödeme planınız yeniden doğrulanmalıdır.,spam,yatırım,yatır öde pla yeni doğrulanmal
11195,Finans sisteminiz geçici olarak askıya alınmıştır.,spam,yatırım,finans siste geçiç askı al
11196,Yatırım hesabınıza ait transfer başarısız olmuştur.,spam,yatırım,yatır hesap ait transfer başarıs ol
11197,Özel kullanıcı faiz avantajınız aktif edilmiştir.,spam,yatırım,özel kullanıç faiz avantaj aktif edil
11198,Yatırım erişiminiz geçici olarak durdurulmuştur.,spam,yatırım,yatır eriş geçiç durdurul
11199,Portföy kullanıcı hesabınız yeniden doğrulanmayı beklemektedir.,spam,yatırım,portföy kullanıç hesap yeni doğrulanma beklemek
11200,Finans transfer süreciniz güvenlik doğrulaması beklemektedir.,spam,yatırım,finans transfer süreç güvenlik doğrulamas beklemek
11201,Yatırım platformu erişiminiz sınırlandırılmıştır.,spam,yatırım,yatır platformu eriş sınırlandırıl
11202,Bal üretim planınız başarıyla oluşturuldu.,normal,arıcılık,bal üret pla başar oluşturul
11203,Arıcılık hesabınız aktif hale getirildi.,normal,arıcılık,arıcılık hesap aktif hale getiril
11204,Kovan kontrol bilgileriniz güncellendi.,normal,arıcılık,kova kontrol bilgi güncelle
11205,Bal hasat süreciniz başlatıldı.,normal,arıcılık,bal hasat süreç başlatıl
11206,Arıcılık ekipman verileriniz kaydedildi.,normal,arıcılık,arıcılık ekipma ver kaydedil
11207,Kovan bakım planınız doğrulandı.,normal,arıcılık,kova bak pla doğrula
11208,Bal üretim raporunuz oluşturuldu.,normal,arıcılık,bal üret rapor oluşturul
11209,Arıcılık üyeliğiniz başarıyla işlendi.,normal,arıcılık,arıcılık üyelik başar işle
11210,Kovan erişiminiz aktif durumdadır.,normal,arıcılık,kova eriş aktif dur
11211,Bal teslim bilgileriniz güncellendi.,normal,arıcılık,bal tesl bilgi güncelle
11212,Arıcılık planlamanız sisteme kaydedildi.,normal,arıcılık,arıcılık planlama siste kaydedil
11213,Kovan verileriniz başarıyla görüntülendi.,normal,arıcılık,kova ver başar görüntüle
11214,Bal üretim süreciniz aktif olarak devam ediyor.,normal,arıcılık,bal üret süreç aktif deva ediyor
11215,Arıcılık kullanım geçmişiniz işlendi.,normal,arıcılık,arıcılık kulla geçmiş işle
11216,Kovan giriş bilgileriniz doğrulandı.,normal,arıcılık,kova giriş bilgi doğrula
11217,Bal hesabınız başarıyla oluşturuldu.,normal,arıcılık,bal hesap başar oluşturul
11218,Arıcılık sistem güncellemesi tamamlandı.,normal,arıcılık,arıcılık siste güncellemes tamamla
11219,Kovan bakım süreciniz doğrulandı.,normal,arıcılık,kova bak süreç doğrula
11220,Bal erişim bilgileriniz kaydedildi.,normal,arıcılık,bal eriş bilgi kaydedil
11221,Arıcılık hesabınız sisteme işlendi.,normal,arıcılık,arıcılık hesap siste işle
11222,Kovan denetim raporunuz oluşturuldu.,normal,arıcılık,kova denet rapor oluşturul
11223,Bal üretim erişiminiz aktif hale getirildi.,normal,arıcılık,bal üret eriş aktif hale getiril
11224,Arıcılık etkinlik planınız güncellendi.,normal,arıcılık,arıcılık etkinlik pla güncelle
11225,Kovan kullanım bilgileriniz kaydedildi.,normal,arıcılık,kova kulla bilgi kaydedil
11226,Bal sipariş geçmişiniz görüntülendi.,normal,arıcılık,bal sipariş geçmiş görüntüle
11228,Kovan teslim planınız oluşturuldu.,normal,arıcılık,kova tesl pla oluşturul
11229,Bal üretim verileriniz işlendi.,normal,arıcılık,bal üret ver işle
11230,Arıcılık üyelik süreciniz tamamlandı.,normal,arıcılık,arıcılık üyelik süreç tamamla
11231,Kovan erişiminiz başarıyla sağlandı.,normal,arıcılık,kova eriş başar sağla
11232,Bal değerlendirme planınız oluşturuldu.,normal,arıcılık,bal değerlendirme pla oluşturul
11233,Arıcılık giriş bilgileriniz güncellendi.,normal,arıcılık,arıcılık giriş bilgi güncelle
11234,Kovan kullanım planınız doğrulandı.,normal,arıcılık,kova kulla pla doğrula
11235,Bal teslim süreciniz başarıyla tamamlandı.,normal,arıcılık,bal tesl süreç başar tamamla
11236,Arıcılık hesabınız aktif durumdadır.,normal,arıcılık,arıcılık hesap aktif dur
11237,Kovan bakım kayıtlarınız işlendi.,normal,arıcılık,kova bak kayıt işle
11238,Bal üretim hesabınız oluşturuldu.,normal,arıcılık,bal üret hesap oluşturul
11239,Arıcılık planınız başarıyla kaydedildi.,normal,arıcılık,arıcılık pla başar kaydedil
11240,Kovan etkinlik bilgileriniz görüntülendi.,normal,arıcılık,kova etkinlik bilgi görüntüle
11241,Bal kullanım geçmişiniz güncellendi.,normal,arıcılık,bal kulla geçmiş güncelle
11243,Kovan sistem erişiminiz aktif hale getirildi.,normal,arıcılık,kova siste eriş aktif hale getiril
11244,Bal üretim planlamanız oluşturuldu.,normal,arıcılık,bal üret planlama oluşturul
11245,Arıcılık bildiriminiz tarafınıza gönderildi.,normal,arıcılık,arıcılık bildir taraf gönderil
11246,Kovan üyelik bilgileriniz işlendi.,normal,arıcılık,kova üyelik bilgi işle
11247,Bal erişim planınız güncellendi.,normal,arıcılık,bal eriş pla güncelle
11248,Arıcılık hesabınız başarıyla güncellendi.,normal,arıcılık,arıcılık hesap başar güncelle
11249,Kovan denetim süreciniz tamamlandı.,normal,arıcılık,kova denet süreç tamamla
11250,Bal kullanım süreciniz aktif olarak devam ediyor.,normal,arıcılık,bal kulla süreç aktif deva ediyor
11251,Arıcılık verileriniz sisteme kaydedildi.,normal,arıcılık,arıcılık ver siste kaydedil
11252,Arıcılık hesabınızı doğrulamak için giriş yapın.,spam,arıcılık,arıcılık hesap doğrulamak giriş yap
11253,Bal üretim erişiminiz askıya alındı.,spam,arıcılık,bal üret eriş askı al
11255,Arıcılık planınız kısa süre içinde kapanacaktır.,spam,arıcılık,arıcılık pla kıs sür iç kapanacak
11256,Bal hesabınıza olağandışı giriş tespit edildi.,spam,arıcılık,bal hesap olağandış giriş tespit edil
11257,Kovan erişiminizi kaybetmemek için işlem yapın.,spam,arıcılık,kova erişim kaybetmemek işle yap
11258,Arıcılık üyeliğiniz askıya alınmıştır.,spam,arıcılık,arıcılık üyelik askı al
11259,Bal üretim planınızı güncellemeniz gerekiyor.,spam,arıcılık,bal üret plan güncelleme gerekiyor
11260,Kovan hesabınızı yeniden aktif edin.,spam,arıcılık,kova hesap yeni aktif edi
11261,Arıcılık erişiminiz güvenlik nedeniyle durduruldu.,spam,arıcılık,arıcılık eriş güvenlik neden durdurul
11262,Bal kullanım bilgileriniz eksik görünüyor.,spam,arıcılık,bal kulla bilgi eksik görünüyor
11263,Kovan doğrulama işlemi başarısız oldu.,spam,arıcılık,kova doğrula işle başarıs ol
11264,Arıcılık hesabınızı korumak için giriş yapın.,spam,arıcılık,arıcılık hesap korumak giriş yap
11266,Kovan planınızı tamamlamanız gerekiyor.,spam,arıcılık,kova plan tamamlama gerekiyor
11267,Arıcılık kullanım erişiminizi doğrulayın.,spam,arıcılık,arıcılık kulla erişim doğrulay
11268,Bal hesabınız risk altında görünüyor.,spam,arıcılık,bal hesap risk alt görünüyor
11269,Kovan giriş bilgileriniz güncellenmelidir.,spam,arıcılık,kova giriş bilgi güncellenmel
11270,Arıcılık teslim erişiminiz kapatılacaktır.,spam,arıcılık,arıcılık tesl eriş kapatılacak
11271,Bal hesabınıza yeniden giriş yapın.,spam,arıcılık,bal hesap yeni giriş yap
11272,Kovan güvenlik doğrulamasını tamamlayın.,spam,arıcılık,kova güvenlik doğrulama tamamlay
11273,Arıcılık üyelik bilgileriniz doğrulanamadı.,spam,arıcılık,arıcılık üyelik bilgi doğrulanamadı
11274,Bal kullanım planınızı yeniden doğrulayın.,spam,arıcılık,bal kulla plan yeni doğrulay
11275,Kovan erişiminiz kısa süre içinde kapanacaktır.,spam,arıcılık,kova eriş kıs sür iç kapanacak
11276,Arıcılık hesabınızı yeniden etkinleştirin.,spam,arıcılık,arıcılık hesap yeni etkinleştir
11277,Bal güvenlik bildiriminizi görüntüleyin.,spam,arıcılık,bal güvenlik bildirim görüntüley
11278,Kovan verileriniz eksik görünüyor.,spam,arıcılık,kova ver eksik görünüyor
11279,Arıcılık hesabınıza olağandışı erişim tespit edildi.,spam,arıcılık,arıcılık hesap olağandış eriş tespit edil
11280,Bal planınızı kaybetmemek için işlem yapın.,spam,arıcılık,bal plan kaybetmemek işle yap
11281,Kovan hesabınızı hemen güncelleyin.,spam,arıcılık,kova hesap heme güncelley
11282,Arıcılık erişimi için kimlik doğrulaması yapın.,spam,arıcılık,arıcılık eriş kimlik doğrulamas yap
11283,Bal hesabınız doğrulama bekliyor.,spam,arıcılık,bal hesap doğrula bekliyor
11284,Kovan kullanım bilgileriniz doğrulanamadı.,spam,arıcılık,kova kulla bilgi doğrulanamadı
11285,Arıcılık teslim planınızı güncelleyin.,spam,arıcılık,arıcılık tesl plan güncelley
11286,Bal erişiminiz güvenlik nedeniyle kapatıldı.,spam,arıcılık,bal eriş güvenlik neden kapatıl
11287,Kovan üyeliğiniz askıya alınmıştır.,spam,arıcılık,kova üyelik askı al
11288,Arıcılık hesabınızı kaybetmemek için doğrulama yapın.,spam,arıcılık,arıcılık hesap kaybetmemek doğrula yap
11289,Bal erişiminiz geçici olarak durduruldu.,spam,arıcılık,bal eriş geçiç durdurul
11290,Kovan planınızı görmek için bağlantıya tıklayın.,spam,arıcılık,kova plan görmek bağlantı tıklay
11291,Arıcılık giriş bilgileriniz eksik görünüyor.,spam,arıcılık,arıcılık giriş bilgi eksik görünüyor
11292,Bal hesabınızı yeniden senkronize edin.,spam,arıcılık,bal hesap yeni senkro edi
11293,Kovan doğrulama planınızı tamamlayın.,spam,arıcılık,kova doğrula plan tamamlay
11294,Arıcılık kullanım süreniz dolmaktadır.,spam,arıcılık,arıcılık kulla süre dolmak
11296,Kovan erişim planınızı doğrulayın.,spam,arıcılık,kova eriş plan doğrulay
11297,Arıcılık hesabınızı yeniden aktif edin.,spam,arıcılık,arıcılık hesap yeni aktif edi
11298,Bal giriş planınızı güncelleyin.,spam,arıcılık,bal giriş plan güncelley
11299,Kovan erişiminiz risk altında görünüyor.,spam,arıcılık,kova eriş risk alt görünüyor
11300,Arıcılık hesabınız güvenlik nedeniyle askıya alındı.,spam,arıcılık,arıcılık hesap güvenlik neden askı al
11301,Bal kullanım erişiminizi hemen doğrulayın.,spam,arıcılık,bal kulla erişim heme doğrulay
11302,Akıllı TV üyeliğinizin devam etmesi için giriş yapmanız gerekmektedir.,spam,akıllı tv,akıllı tv üyelik deva etmes giriş yapma gerekmek
11303,Cihaz hesabınız farklı cihazdan erişim nedeniyle incelemeye alınmıştır.,spam,akıllı tv,cihaz hesap farklı cihaz eriş neden inceleme al
11304,Akıllı TV güncellemeniz doğrulama beklemektedir.,spam,akıllı tv,akıllı tv güncelleme doğrula beklemek
11305,Kullanıcı bilgileriniz eksik olduğu için cihaz erişiminiz sınırlandırılmıştır.,spam,akıllı tv,kullanıç bilgi eksik cihaz eriş sınırlandırıl
11306,Ücretsiz yayın paketi hesabınıza tanımlanmıştır.,spam,akıllı tv,ücretsiz yay paket hesap tanımla
11307,TV kullanıcı sözleşmesinde güncelleme yapılmıştır.,spam,akıllı tv,tv kullanıç sözleşme güncelle yapıl
11308,Akıllı TV hesabınız yeniden doğrulanmayı beklemektedir.,spam,akıllı tv,akıllı tv hesap yeni doğrulanma beklemek
11309,Özel yayın erişim bonusunuz hesabınıza aktarılmayı beklemektedir.,spam,akıllı tv,özel yay eriş bo hesap aktarılma beklemek
11310,Akıllı TV erişiminiz güvenlik nedeniyle geçici olarak askıya alınmıştır.,spam,akıllı tv,akıllı tv eriş güvenlik neden geçiç askı al
11311,Kullanıcı profiliniz cihaz sistemi tarafından doğrulanamamıştır.,spam,akıllı tv,kullanıç profil cihaz siste doğrulanamamış
11312,Yayın erişim bağlantınız yeniden oluşturulmuştur.,spam,akıllı tv,yay eriş bağla yeni oluşturul
11313,TV hesabınız riskli kullanıcı grubuna dahil edilmiştir.,spam,akıllı tv,tv hesap riskli kullanıç grup dahil edil
11314,Özel kullanıcı yayın paketi hesabınıza yüklenmiştir.,spam,akıllı tv,özel kullanıç yay paket hesap yükle
11315,Akıllı TV güvenlik kodunuzun süresi dolmaktadır.,spam,akıllı tv,akıllı tv güvenlik kodu süres dolmak
11316,Yayın erişiminizin devam etmesi için işlem yapılmalıdır.,spam,akıllı tv,yay erişim deva etmes işle yapılmal
11317,Cihaz hesabınız olağan dışı işlem nedeniyle incelenmektedir.,spam,akıllı tv,cihaz hesap olağa dış işle neden incelenmek
11318,Ücretsiz premium yayın kampanyası bugün sona ermektedir.,spam,akıllı tv,ücretsiz premium yay kampanyas bugu so ermek
11319,TV ödeme hesabınız yeniden aktif edilmeyi beklemektedir.,spam,akıllı tv,tv öde hesap yeni aktif edilme beklemek
11320,Kullanıcı doğrulaması yapılmadığı için yayın erişiminiz durdurulacaktır.,spam,akıllı tv,kullanıç doğrulamas yapılmadık yay eriş durdurulacak
11321,Akıllı TV sisteminde kullanıcı bilgileriniz güncellenmelidir.,spam,akıllı tv,akıllı tv sistem kullanıç bilgi güncellenmel
11322,Yayın transfer işleminiz güvenlik kontrolüne alınmıştır.,spam,akıllı tv,yay transfer işle güvenlik kontrol al
11323,Özel kullanıcı içerik erişiminiz aktif edilmiştir.,spam,akıllı tv,özel kullanıç içerik eriş aktif edil
11324,TV hesabınızın kapatılmaması için işlem yapılması gerekmektedir.,spam,akıllı tv,tv hesap kapatılmamas işle yapılmas gerekmek
11325,Akıllı TV erişim bilgileriniz eksik görünmektedir.,spam,akıllı tv,akıllı tv eriş bilgi eksik görünmek
11326,Yayın platformu hesabınız farklı konumdan giriş algılamıştır.,spam,akıllı tv,yay platformu hesap farklı kon giriş algılamış
11327,Cihaz transfer erişiminiz yeniden doğrulanmalıdır.,spam,akıllı tv,cihaz transfer eriş yeni doğrulanmal
11328,Akıllı TV hesabınız güvenlik incelemesine alınmıştır.,spam,akıllı tv,akıllı tv hesap güvenlik inceleme al
11329,Ücretsiz film erişimi hesabınıza yüklenmiştir.,spam,akıllı tv,ücretsiz film eriş hesap yükle
11330,TV erişim hesabınız geçici olarak durdurulmuştur.,spam,akıllı tv,tv eriş hesap geçiç durdurul
11331,Yayın kullanıcı bilgileriniz yeniden talep edilmektedir.,spam,akıllı tv,yay kullanıç bilgi yeni talep edilmek
11332,Akıllı TV hesabınıza ait ödeme başarısız olmuştur.,spam,akıllı tv,akıllı tv hesap ait öde başarıs ol
11333,Özel kullanıcı kampanyanız hesabınıza tanımlanmıştır.,spam,akıllı tv,özel kullanıç kampanya hesap tanımla
11334,Yayın erişiminiz doğrulama eksikliği nedeniyle sınırlandırılmıştır.,spam,akıllı tv,yay eriş doğrula eksiklik neden sınırlandırıl
11335,TV sisteminiz yeniden aktif edilmeyi beklemektedir.,spam,akıllı tv,tv siste yeni aktif edilme beklemek
11336,Akıllı TV bağlantınız yeniden oluşturulmuştur.,spam,akıllı tv,akıllı tv bağla yeni oluşturul
11337,Cihaz erişim süreniz dolmak üzeredir.,spam,akıllı tv,cihaz eriş süre dolmak üzer
11338,Özel yayın bonusunuz hesabınıza aktarılmayı beklemektedir.,spam,akıllı tv,özel yay bo hesap aktarılma beklemek
11339,TV hesabınız güvenlik nedeniyle kısıtlanmıştır.,spam,akıllı tv,tv hesap güvenlik neden kısıtla
11340,Akıllı yayın erişiminiz yeniden doğrulanmayı beklemektedir.,spam,akıllı tv,akıllı yay eriş yeni doğrulanma beklemek
11341,Günlük kiralık ev rezervasyonunuz için kimlik doğrulaması gerekmektedir.,spam,kiralık ev,günlük kiralık ev rezervasyo kimlik doğrulamas gerekmek
11342,Kapora ödemeniz güvenlik incelemesine alınmıştır.,spam,kiralık ev,kapor ödeme güvenlik inceleme al
11343,Ev sahibi hesabınız farklı cihazdan giriş nedeniyle incelenmektedir.,spam,kiralık ev,ev sahip hesap farklı cihaz giriş neden incelenmek
11344,Rezervasyon erişiminizin devam etmesi için giriş yapmanız gerekmektedir.,spam,kiralık ev,rezervasyo erişim deva etmes giriş yapma gerekmek
11345,Kullanıcı bilgileriniz eksik olduğu için rezervasyonunuz askıya alınmıştır.,spam,kiralık ev,kullanıç bilgi eksik rezervasyo askı al
11346,Günlük kiralama hesabınız yeniden doğrulanmayı beklemektedir.,spam,kiralık ev,günlük kirala hesap yeni doğrulanma beklemek
11347,Özel kullanıcı konaklama fırsatınız hesabınıza tanımlanmıştır.,spam,kiralık ev,özel kullanıç konakla fırsat hesap tanımla
11348,Rezervasyon ödeme sisteminiz doğrulanamamıştır.,spam,kiralık ev,rezervasyo öde siste doğrulanamamış
11349,Ücretsiz konaklama kampanyası bugün sona ermektedir.,spam,kiralık ev,ücretsiz konakla kampanyas bugu so ermek
11350,Günlük kiralık ev hesabınız riskli kullanıcı grubuna dahil edilmiştir.,spam,kiralık ev,günlük kiralık ev hesap riskli kullanıç grup dahil edil
11351,Ev rezervasyon bağlantınız yeniden oluşturulmuştur.,spam,kiralık ev,ev rezervasyo bağla yeni oluşturul
11352,Kullanıcı profiliniz konaklama sistemi tarafından doğrulanamamıştır.,spam,kiralık ev,kullanıç profil konakla siste doğrulanamamış
11353,Kapora iade süreciniz doğrulama beklemektedir.,spam,kiralık ev,kapor ia süreç doğrula beklemek
11354,Rezervasyon hesabınız olağan dışı işlem nedeniyle incelemeye alınmıştır.,spam,kiralık ev,rezervasyo hesap olağa dış işle neden inceleme al
11355,Kullanıcı doğrulaması yapılmadığı için rezervasyon işlemi başlatılamamaktadır.,spam,kiralık ev,kullanıç doğrulamas yapılmadık rezervasyo işle başlatılamamak
11356,Günlük kiralama kullanıcı sözleşmesinde güncelleme yapılmıştır.,spam,kiralık ev,günlük kirala kullanıç sözleşme güncelle yapıl
11357,Konaklama erişiminiz güvenlik nedeniyle geçici olarak sınırlandırılmıştır.,spam,kiralık ev,konakla eriş güvenlik neden geçiç sınırlandırıl
11358,Ev sahibi ödeme hesabınız yeniden aktif edilmeyi beklemektedir.,spam,kiralık ev,ev sahip öde hesap yeni aktif edilme beklemek
11359,Rezervasyon transfer işleminiz güvenlik kontrolüne alınmıştır.,spam,kiralık ev,rezervasyo transfer işle güvenlik kontrol al
11360,Özel kullanıcı tatil bonusunuz hesabınıza yüklenmiştir.,spam,kiralık ev,özel kullanıç tatil bo hesap yükle
11361,Kiralama hesabınızın kapatılmaması için işlem yapılması gerekmektedir.,spam,kiralık ev,kirala hesap kapatılmamas işle yapılmas gerekmek
11362,Rezervasyon doğrulama kodunuzun süresi dolmaktadır.,spam,kiralık ev,rezervasyo doğrula kodu süres dolmak
11363,Günlük kiralık ev erişiminiz yeniden doğrulanmalıdır.,spam,kiralık ev,günlük kiralık ev eriş yeni doğrulanmal
11364,Rezervasyon ödeme planınız güvenlik doğrulaması beklemektedir.,spam,kiralık ev,rezervasyo öde pla güvenlik doğrulamas beklemek
11365,Ev hesabınız farklı ülkeden giriş algılamıştır.,spam,kiralık ev,ev hesap farklı ülke giriş algılamış
11366,Özel kullanıcı villa fırsatınız aktif edilmiştir.,spam,kiralık ev,özel kullanıç villa fırsat aktif edil
11367,Konaklama erişim bağlantınız yeniden oluşturulmuştur.,spam,kiralık ev,konakla eriş bağla yeni oluşturul
11368,Günlük kiralama sisteminiz geçici olarak askıya alınmıştır.,spam,kiralık ev,günlük kirala siste geçiç askı al
11369,Kapora transfer erişiminiz bugün sona ermektedir.,spam,kiralık ev,kapor transfer eriş bugu so ermek
11370,Rezervasyon bilgileriniz güncellenmediği için işlem yapılamamaktadır.,spam,kiralık ev,rezervasyo bilgi güncellenmedik işle yapılamamak
11371,Kiralama erişiminiz doğrulama eksikliği nedeniyle sınırlandırılmıştır.,spam,kiralık ev,kirala eriş doğrula eksiklik neden sınırlandırıl
11372,Ev sahibi kullanıcı hesabınız güvenlik incelemesine alınmıştır.,spam,kiralık ev,ev sahip kullanıç hesap güvenlik inceleme al
11373,Özel kullanıcı indirim kuponunuz hesabınıza aktarılmıştır.,spam,kiralık ev,özel kullanıç indir kupo hesap aktarıl
11374,Günlük kiralık ev hesabınız yeniden aktif edilmeyi beklemektedir.,spam,kiralık ev,günlük kiralık ev hesap yeni aktif edilme beklemek
11375,Rezervasyon güvenlik süreciniz devam etmektedir.,spam,kiralık ev,rezervasyo güvenlik süreç deva etmek
11376,Konaklama transfer işlemleriniz doğrulanamamıştır.,spam,kiralık ev,konakla transfer işle doğrulanamamış
